id,Predicted
15746,6493.47253
15747,5347.51393
15748,7425.75194
15749,5781.85965
15750,6093.31527
15751,5381.27266
15752,7778.34916
15753,6493.47253
15754,8298.20697
15755,5852.8742
15756,7159.33666
15757,5399.86113
15758,7560.20565
15759,5544.62172
15760,5852.8742
15761,5128.16351
15762,3244.32926
15763,5791.45673
15764,8357.06722
15765,6608.90751
15766,8284.85461
15767,5946.05226
15768,5333.97357
15769,3866.79896
15770,4178.77206
15771,5234.74696
15772,4853.8076
15773,6368.84982
15774,3828.16556
15775,6117.4759
15776,5675.72149
15777,8104.93497
15778,6072.83443
15779,7628.6476
15780,6019.26248
15781,6564.9583
15782,6465.37205
15783,7924.51678
15784,6034.64214
15785,6325.26613
15786,5934.01088
15787,7714.3231
15788,4254.82514
15789,4926.27902
15790,5632.45917
15791,8174.46338
15792,6543.97182
15793,6376.66256
15794,6514.63899
15795,7660.88604
15796,7895.0208
15797,7895.0208
15798,4644.60117
15799,7340.46077
15800,8254.05731
15801,5971.39402
15802,5009.96222
15803,5356.87186
15804,5718.40817
15805,6540.10545
15806,7101.75783
15807,4290.96488
15808,4830.95981
15809,7548.34706
15810,6320.96112
15811,7548.34706
15812,6135.69998
15813,5217.13976
15814,5862.80545
15815,6529.98232
15816,5739.92493
15817,3748.46547
15818,6608.90751
15819,7127.16457
15820,4575.76991
15821,7041.38018
15822,5722.57676
15823,6093.31527
15824,5772.91016
15825,7440.71201
15826,6480.80815
15827,5970.68186
15828,4503.16186
15829,4936.36477
15830,3501.17992
15831,8743.52098
15832,4166.29973
15833,4282.70063
15834,6117.4759
15835,7423.46988
15836,5381.27266
15837,3396.72989
15838,7861.46538
15839,4926.27902
15840,8307.38018
15841,4323.93099
15842,6327.47736
15843,6030.98074
15844,6327.47736
15845,5200.57849
15846,7215.40971
15847,6034.64214
15848,5632.45917
15849,4936.01177
15850,3447.0821
15851,7041.38018
15852,8157.23694
15853,7241.37053
15854,5046.45734
15855,3764.31973
15856,4203.02762
15857,6030.98074
15858,6292.42962
15859,4575.76991
15860,8212.79289
15861,5777.3754
15862,6808.26361
15863,6638.65649
15864,5322.84043
15865,8621.81568
15866,6157.05484
15867,5005.32997
15868,6869.7776
15869,5454.63385
15870,8002.9971
15871,5645.14663
15872,7207.4203
15873,8174.46338
15874,8157.23694
15875,7637.63338
15876,6707.59259
15877,6801.49205
15878,8104.93497
15879,7290.10652
15880,8116.53175
15881,4574.81387
15882,7800.50128
15883,6482.70572
15884,6795.88187
15885,5395.33158
15886,4684.89321
15887,7005.0386
15888,4303.94303
15889,7103.50894
15890,6187.95188
15891,6409.14001
15892,4254.82514
15893,7529.17505
15894,4433.53697
15895,6569.24967
15896,6708.24129
15897,6249.47082
15898,5428.10602
15899,7897.9319
15900,5971.39402
15901,7005.0386
15902,6020.87569
15903,6361.48951
15904,5954.51315
15905,8357.06722
15906,6960.10751
15907,7215.40971
15908,5313.37828
15909,5773.62581
15910,5882.96562
15911,6594.0446
15912,6898.39095
15913,5715.0084
15914,5329.2632
15915,6443.2569
15916,4968.60117
15917,5429.68161
15918,4112.89349
15919,7028.6735
15920,7417.81497
15921,5637.9843
15922,7322.60914
15923,4745.46028
15924,5347.51393
15925,6746.4546
15926,6731.71221
15927,3712.99786
15928,5548.12201
15929,5501.87808
15930,6244.19576
15931,6960.10751
15932,3680.56025
15933,3941.25512
15934,6594.0446
15935,5548.12201
15936,3968.33018
15937,7907.24067
15938,6125.69538
15939,6757.07366
15940,5439.4215
15941,6392.35667
15942,7357.3589
15943,8007.20621
15944,4968.60117
15945,5367.61826
15946,6251.61184
15947,4310.6254
15948,4576.10071
15949,2452.68075
15950,7969.02575
15951,5996.07855
15952,5912.43376
15953,6493.47253
15954,6801.49205
15955,6198.06496
15956,6529.98232
15957,6013.40759
15958,7007.66825
15959,6015.22456
15960,6836.39728
15961,5330.36931
15962,4580.393
15963,7457.50606
15964,6475.89456
15965,6960.10751
15966,3049.39771
15967,6093.31527
15968,6150.84205
15969,4303.94303
15970,6735.24371
15971,6276.41054
15972,6493.63712
15973,6235.45278
15974,6757.07366
15975,8254.05731
15976,7510.79057
15977,7861.46538
15978,7829.514
15979,7800.50128
15980,7483.73632
15981,6731.61844
15982,6717.44627
15983,7555.17159
15984,6862.90839
15985,4218.32799
15986,6608.04163
15987,3662.18313
15988,5767.17836
15989,6260.47363
15990,5333.97357
15991,7415.89441
15992,4357.82292
15993,4920.13663
15994,5892.161
15995,5322.84043
15996,7284.81478
15997,5136.93247
15998,7122.49056
15999,6480.80815
16000,8254.05731
16001,6589.27898
16002,4016.3616
16003,6318.70872
16004,5729.56964
16005,7425.75194
16006,7517.44077
16007,3385.36422
16008,5556.37228
16009,3631.90544
16010,3238.02815
16011,6328.89332
16012,7267.28344
16013,8538.462
16014,5004.15434
16015,6188.47714
16016,5128.16351
16017,5199.53404
16018,6394.07791
16019,7417.81497
16020,5665.2196
16021,7532.82953
16022,6540.10545
16023,5205.3203
16024,6251.61184
16025,3828.16556
16026,6515.26145
16027,5234.74696
16028,7588.36096
16029,6249.47082
16030,3049.26032
16031,5773.62581
16032,6190.66597
16033,6594.0446
16034,4858.24073
16035,7207.4203
16036,6901.65894
16037,4179.18592
16038,6443.2569
16039,2452.68075
16040,5428.10602
16041,6687.25926
16042,6412.47345
16043,6503.27204
16044,4503.16186
16045,4350.42467
16046,6467.65476
16047,3276.36206
16048,3626.36653
16049,8013.62631
16050,6131.30938
16051,7835.76779
16052,5773.62581
16053,4045.47966
16054,5154.97591
16055,7161.9619
16056,8116.53175
16057,2946.92602
16058,5124.8549
16059,5674.02852
16060,7159.33666
16061,4340.82151
16062,7172.43501
16063,5439.4215
16064,5225.16307
16065,6449.04157
16066,6146.83152
16067,6909.43
16068,5393.56434
16069,4228.81888
16070,5750.88107
16071,4905.49871
16072,6331.86722
16073,4281.52619
16074,5830.89362
16075,6948.2288
16076,6836.60081
16077,7231.02778
16078,6806.49269
16079,7536.09687
16080,6255.89064
16081,4575.76991
16082,6188.47714
16083,3387.78516
16084,6529.98232
16085,5916.86224
16086,7117.95038
16087,5718.40817
16088,5946.15842
16089,7284.81478
16090,6929.5548
16091,4203.02762
16092,5791.45673
16093,4460.91457
16094,6320.23893
16095,4493.64409
16096,4162.76156
16097,6058.64876
16098,7231.02778
16099,6254.65511
16100,6188.47714
16101,7198.42285
16102,8247.52116
16103,7541.6674
16104,4684.89321
16105,4228.81888
16106,6543.97182
16107,4290.96488
16108,7576.39253
16109,5124.8549
16110,3276.36206
16111,3276.36206
16112,4673.38052
16113,5061.72061
16114,5552.72387
16115,7738.88171
16116,6608.90751
16117,4899.11899
16118,6251.61184
16119,6919.34518
16120,5009.96222
16121,5150.94289
16122,5299.66133
16123,3911.42225
16124,5330.36931
16125,8318.79889
16126,6948.2288
16127,6717.44627
16128,6263.80788
16129,7163.9441
16130,6836.39728
16131,6771.67497
16132,6702.78038
16133,6320.23893
16134,4068.35066
16135,4016.3616
16136,4641.00151
16137,7159.33666
16138,2688.02883
16139,7163.9441
16140,8538.462
16141,5834.98164
16142,4248.35505
16143,7161.9619
16144,7423.46988
16145,6254.82922
16146,3269.27176
16147,6461.67087
16148,6903.87339
16149,6292.42962
16150,4868.21145
16151,5741.31418
16152,7517.44077
16153,3631.9054399999995
16154,4228.81888
16155,5150.94289
16156,5225.16307
16157,5632.45917
16158,6594.0446
16159,5046.45734
16160,5867.99722
16161,7884.56772
16162,7963.93931
16163,3496.35236
16164,5492.81699
16165,6960.10751
16166,7804.62795
16167,4310.6254
16168,3983.09785
16169,4125.75712
16170,6328.89332
16171,6493.47253
16172,8166.59786
16173,6515.30587
16174,8174.46338
16175,6493.63712
16176,7565.21124
16177,7107.60976
16178,5225.16307
16179,5686.12196
16180,7236.09025
16181,6392.35667
16182,4769.31827
16183,5720.72316
16184,5637.9843
16185,6520.8976
16186,3943.13168
16187,6301.03442
16188,6998.37875
16189,6461.67087
16190,7107.60976
16191,6731.71221
16192,5729.56964
16193,7013.00281
16194,8570.91353
16195,7521.71436
16196,7434.34904
16197,6643.9019
16198,5225.16307
16199,5498.58395
16200,5628.8828
16201,6869.7776
16202,5747.56017
16203,5628.8828
16204,4125.75712
16205,8173.5891
16206,6024.94599
16207,4966.77945
16208,5004.15434
16209,7829.514
16210,7117.95038
16211,5946.05226
16212,4493.64409
16213,5151.38647
16214,3182.69865
16215,5700.24324
16216,6770.23332
16217,3901.98955
16218,7675.96352
16219,3764.31973
16220,6226.28514
16221,8538.462
16222,6190.66597
16223,6771.67497
16224,5199.79211
16225,5503.09583
16226,5601.20531
16227,7555.17159
16228,8743.52098
16229,7162.43364
16230,7406.90248
16231,5735.13303
16232,3182.69865
16233,4310.6254
16234,6539.11085
16235,6397.35569
16236,5729.71505
16237,7235.77564
16238,5946.05226
16239,6180.95142
16240,5794.89185
16241,3631.9054399999995
16242,7231.02778
16243,3396.72989
16244,7800.50128
16245,7235.77564
16246,5834.98164
16247,5221.35741
16248,7536.09687
16249,7517.44077
16250,5695.56442
16251,5741.31418
16252,3828.16556
16253,7897.9319
16254,5199.79211
16255,6628.76363
16256,7660.88604
16257,7517.44077
16258,8711.20896
16259,6521.29112
16260,4125.75712
16261,2605.69676
16262,7181.42522
16263,6909.43
16264,5735.13303
16265,7835.76779
16266,5996.07855
16267,5496.08506
16268,5018.45303
16269,7536.09687
16270,5498.46022
16271,6771.67497
16272,4558.98072
16273,5700.24324
16274,4433.53697
16275,6771.67497
16276,6870.34212
16277,6836.39728
16278,7556.10991
16279,6941.82413
16280,5773.62581
16281,4305.51182
16282,6235.45278
16283,7235.77564
16284,6771.72291
16285,5150.94289
16286,5046.45734
16287,5696.02606
16288,4051.55129
16289,6493.63712
16290,8570.91353
16291,4056.83427
16292,4460.91457
16293,4254.82514
16294,8212.79289
16295,6060.64149
16296,3387.78516
16297,5865.38472
16298,7340.46077
16299,5439.4215
16300,6251.61184
16301,7479.93417
16302,3901.98955
16303,5393.56434
16304,4710.85865
16305,6281.91711
16306,6677.62443
16307,6325.26613
16308,5086.60991
16309,7570.60862
16310,3501.17992
16311,4503.16186
16312,6263.80788
16313,4700.57615
16314,7576.39253
16315,4163.82304
16316,3436.49354
16317,7555.17159
16318,5781.85965
16319,5674.02852
16320,5005.32997
16321,5296.61109
16322,4936.10558
16323,6564.9583
16324,7127.16457
16325,4045.47966
16326,6327.00807
16327,7793.44206
16328,4975.88538
16329,4350.42467
16330,4200.97375
16331,5636.30874
16332,7416.70776
16333,4323.93099
16334,6093.31527
16335,5996.07855
16336,7005.0386
16337,3943.13168
16338,5722.57676
16339,6708.24129
16340,5575.39447
16341,6594.0446
16342,8969.40184
16343,5399.86113
16344,7895.0208
16345,6771.67497
16346,4320.87416
16347,7604.31584
16348,1945.53061
16349,5817.18527
16350,6117.4759
16351,8570.91353
16352,4201.43596
16353,7122.49056
16354,5597.02216
16355,4045.47966
16356,5722.57676
16357,5828.73212
16358,4580.393
16359,7174.6649
16360,6301.03442
16361,5715.0084
16362,6808.26361
16363,5150.94289
16364,7207.4203
16365,4705.62653
16366,6848.62622
16367,6235.45278
16368,5811.21147
16369,8671.71681
16370,7914.17118
16371,7924.51678
16372,5946.05226
16373,5126.99318
16374,5454.63385
16375,3387.78516
16376,3948.98691
16377,5503.09583
16378,7041.38018
16379,4068.35066
16380,3387.78516
16381,6117.4759
16382,7415.89441
16383,5296.61109
16384,4248.35505
16385,6515.30587
16386,8090.41713
16387,3436.49354
16388,6752.17704
16389,4870.62537
16390,5360.87391
16391,5916.86224
16392,5498.43844
16393,8621.81568
16394,5695.56442
16395,6575.59267
16396,6673.304
16397,5381.27266
16398,4905.49871
16399,5504.75083
16400,6327.47736
16401,7434.34904
16402,3519.43131
16403,6109.85047
16404,5700.24324
16405,5305.74363
16406,5018.45303
16407,5556.37228
16408,6583.45789
16409,7172.43501
16410,5046.45734
16411,5126.99318
16412,3244.32926
16413,7457.50606
16414,4232.76231
16415,5643.36045
16416,6187.95188
16417,7235.77564
16418,7048.87072
16419,2825.00374
16420,6328.89332
16421,4587.38557
16422,5236.03334
16423,7411.17457
16424,3238.02815
16425,5739.68029
16426,3387.78516
16427,6942.3963
16428,7019.69438
16429,5124.8549
16430,4203.02762
16431,6150.84205
16432,7441.50942
16433,7897.9319
16434,5649.03716
16435,7479.93417
16436,4667.72494
16437,8440.96097
16438,7575.80124
16439,6801.32393
16440,6960.10751
16441,3139.43255
16442,3182.69865
16443,7517.44077
16444,3244.32926
16445,7425.75194
16446,6752.01695
16447,4644.60117
16448,5964.79111
16449,7521.71436
16450,6226.28514
16451,2452.68075
16452,5016.74159
16453,5773.62581
16454,3983.09785
16455,5150.94289
16456,3387.78516
16457,8408.38341
16458,7085.06308
16459,6942.3963
16460,4584.45355
16461,4016.3616
16462,4310.6254
16463,4868.21145
16464,6198.06496
16465,7935.09476
16466,7765.25632
16467,5291.89688
16468,6749.51819
16469,4248.35505
16470,4340.82151
16471,7443.62446
16472,4278.76321
16473,7380.6338
16474,8157.23694
16475,6187.95188
16476,4952.01304
16477,4802.6043
16478,5811.21147
16479,6920.08427
16480,3396.72989
16481,3901.98955
16482,6327.47736
16483,5931.7528
16484,6037.68613
16485,6903.87339
16486,5876.96001
16487,3828.16556
16488,7297.7321
16489,4201.43596
16490,7107.60976
16491,4641.00151
16492,6643.9019
16493,6117.4759
16494,5482.0813
16495,5566.52275
16496,7713.4796
16497,6801.32393
16498,5767.17836
16499,5966.71128
16500,6292.96076
16501,7184.01384
16502,6292.42962
16503,4356.94587
16504,5632.45917
16505,7117.95038
16506,7064.16978
16507,4546.78674
16508,6277.16867
16509,2605.69676
16510,3720.71159
16511,4480.07
16512,6717.44627
16513,6397.35569
16514,6150.84205
16515,5919.43076
16516,7284.81478
16517,6595.45629
16518,7738.88171
16519,6328.89332
16520,6998.37875
16521,7317.95104
16522,5948.11447
16523,6920.08427
16524,6189.7798
16525,6115.94707
16526,5946.05226
16527,3631.90544
16528,5739.92493
16529,6237.20605
16530,7907.24067
16531,7152.13259
16532,2384.72892
16533,5628.8828
16534,7297.7321
16535,5602.02293
16536,7793.44206
16537,7455.41638
16538,5898.01573
16539,4433.53697
16540,2625.26916
16541,5322.84043
16542,3631.90544
16543,6320.96112
16544,6301.03442
16545,7428.83442
16546,7219.76039
16547,6992.82314
16548,5830.89362
16549,3626.36653
16550,6135.69998
16551,7555.17159
16552,4356.94587
16553,5199.53404
16554,7411.17457
16555,5305.74363
16556,5527.42503
16557,7163.9441
16558,6189.7798
16559,3501.17992
16560,5330.36931
16561,8465.88563
16562,6539.11085
16563,5946.05226
16564,8254.12654
16565,4913.22292
16566,6929.5548
16567,7706.88137
16568,5291.89688
16569,5016.74159
16570,5305.74363
16571,7570.48492
16572,7969.02575
16573,4575.76991
16574,6491.22353
16575,5395.33158
16576,4334.84122
16577,7417.81497
16578,6493.25828
16579,6251.61184
16580,8671.71681
16581,6299.22636
16582,7064.16978
16583,4393.52743
16584,7071.61532
16585,7457.50606
16586,5755.70016
16587,5942.42162
16588,7945.18784
16589,6109.85047
16590,6564.9583
16591,6024.94599
16592,7457.50606
16593,5046.45734
16594,4789.59697
16595,3631.90544
16596,6870.34212
16597,5700.24324
16598,6331.86722
16599,3494.94296
16600,6595.45629
16601,7428.83442
16602,6026.06365
16603,4010.55215
16604,7560.20565
16605,7080.04004
16606,5313.37828
16607,4936.10558
16608,7236.09025
16609,4968.60117
16610,8570.91353
16611,5632.45917
16612,7771.01027
16613,6030.98074
16614,3238.02815
16615,3631.90544
16616,7443.62446
16617,3680.56025
16618,4218.32799
16619,4999.15621
16620,7529.17505
16621,8013.62631
16622,8538.462
16623,7399.87589
16624,5330.06203
16625,6919.34518
16626,6683.20061
16627,7298.0026
16628,6188.47714
16629,7667.83619
16630,6754.44894
16631,5154.97591
16632,5429.68161
16633,6480.80815
16634,5970.68186
16635,5403.69852
16636,8090.41713
16637,6749.51819
16638,5199.79211
16639,7322.60914
16640,5042.64034
16641,6493.63712
16642,3436.49354
16643,6799.72918
16644,7428.83442
16645,5750.88107
16646,4062.73953
16647,6301.03442
16648,6808.26361
16649,6327.47736
16650,7290.10652
16651,5393.56434
16652,6575.59267
16653,6493.25828
16654,5291.89688
16655,4460.91457
16656,5739.68029
16657,7005.0386
16658,6251.61184
16659,5548.12201
16660,6320.23893
16661,7041.38018
16662,5330.36931
16663,3501.17992
16664,6842.76056
16665,5772.91016
16666,5602.02293
16667,1945.53061
16668,7858.68558
16669,8116.53175
16670,5388.50369
16671,7085.06308
16672,7357.3589
16673,5741.31418
16674,5199.79211
16675,7924.51678
16676,6071.2289
16677,7136.98445
16678,2825.00374
16679,7159.33666
16680,4966.77945
16681,3813.16579
16682,5367.61826
16683,6443.2569
16684,4323.93099
16685,5739.68029
16686,6072.83443
16687,5033.68556
16688,7028.6735
16689,4920.13663
16690,5772.91016
16691,5767.17836
16692,6998.37875
16693,3373.43684
16694,5529.06614
16695,7071.83395
16696,3911.42225
16697,4166.29973
16698,6626.50685
16699,5882.96562
16700,7793.44206
16701,4710.85865
16702,6015.22456
16703,6830.96605
16704,4945.79443
16705,5715.0084
16706,6842.76056
16707,4323.93099
16708,6663.00068
16709,6236.70711
16710,8109.2305
16711,5892.161
16712,5492.81699
16713,7541.6674
16714,4945.79443
16715,7888.41493
16716,8263.28974
16717,7529.17505
16718,5085.84473
16719,4867.94772
16720,5330.63134
16721,6731.71221
16722,4710.85865
16723,5454.63385
16724,2688.02883
16725,5665.2196
16726,6795.88187
16727,5544.62172
16728,6619.84695
16729,7423.46988
16730,7048.87072
16731,6320.96112
16732,3238.02815
16733,5556.3746
16734,3385.36422
16735,4558.98072
16736,6249.47082
16737,5596.22636
16738,5203.87681
16739,6461.67087
16740,3937.91539
16741,7235.77564
16742,5834.98164
16743,7626.61733
16744,5791.45673
16745,6187.95188
16746,3322.9462
16747,4166.29973
16748,5535.05665
16749,5128.16351
16750,7417.81497
16751,7732.22522
16752,7340.46077
16753,5063.85109
16754,7732.22522
16755,6500.09778
16756,5482.0813
16757,3948.98691
16758,5498.43844
16759,5750.88107
16760,7570.60862
16761,7637.63338
16762,3511.5379
16763,6374.4443
16764,7207.4203
16765,7604.31584
16766,5524.14541
16767,5892.161
16768,5948.11447
16769,6115.94707
16770,6281.91711
16771,6318.70872
16772,7565.21124
16773,6072.83443
16774,6747.59779
16775,6451.10052
16776,6575.59267
16777,4062.73953
16778,8298.20697
16779,5674.02852
16780,6301.03442
16781,5305.74363
16782,7548.34706
16783,7152.13259
16784,6024.94599
16785,6019.26248
16786,5830.48855
16787,5781.85965
16788,3373.43684
16789,5772.91016
16790,4700.57615
16791,7013.00281
16792,7667.83619
16793,4290.96488
16794,6880.7759
16795,6821.8081
16796,5501.87808
16797,6132.99793
16798,4248.35505
16799,6202.32702
16800,5524.14541
16801,5628.71053
16802,3494.94296
16803,6274.93484
16804,6771.67497
16805,7517.44077
16806,6394.07791
16807,7884.56772
16808,8254.12654
16809,8116.53175
16810,7451.72563
16811,5970.68186
16812,4546.78674
16813,6526.98819
16814,5920.48718
16815,4808.60902
16816,5498.58395
16817,7423.46988
16818,7608.62182
16819,7443.62446
16820,3387.78516
16821,4234.86859
16822,5739.68029
16823,7861.46538
16824,7510.79057
16825,7117.95038
16826,7423.46988
16827,5639.445199999999
16828,8090.417130000001
16829,5323.30034
16830,5454.63385
16831,7617.39589
16832,5527.42503
16833,8465.88563
16834,4460.91457
16835,4745.46028
16836,4696.44394
16837,5831.7066
16838,6942.3963
16839,6249.47082
16840,8655.67644
16841,5042.64034
16842,5597.02216
16843,5794.89185
